step,equity
309,10000.0
310,10000.0
311,10000.0
312,10000.0
313,10000.0
314,10000.0
315,10000.0
316,10000.0
317,10000.0
318,10000.0
319,10000.0
320,10000.0
321,10000.0
322,10000.0
323,10000.0
324,10000.0
325,10000.0
326,10000.0
327,10000.0
328,10000.0
329,10000.0
330,10000.0
331,10000.0
332,10000.0
333,10000.0
334,10000.0
335,10000.0
336,10000.0
337,10000.0
338,10000.0
339,10000.0
340,10000.0
341,10000.0
342,10000.0
343,10000.0
344,10000.0
345,10000.0
346,10000.0
347,10000.0
348,10000.0
349,10000.0
350,10000.0
351,10000.0
352,10000.0
353,10000.0
354,10000.0
355,10000.0
356,10000.0
357,10000.0
358,10000.0
359,10000.0
360,10000.0
361,10000.0
362,10000.0
363,10000.0
364,10000.0
365,10000.0
366,10000.0
367,10000.0
368,10000.0
369,10000.0
370,10000.0
371,10000.0
372,10000.0
373,10000.0
374,10000.0
375,10000.0
376,10000.0
377,10000.0
378,10000.0
379,10000.0
380,10000.0
381,10000.0
382,10000.0
383,10000.0
384,10000.0
385,10000.0
386,10000.0
387,10000.0
388,10000.0
389,10000.0
390,10000.0
391,10000.0
392,10000.0
393,10000.0
394,10000.0
395,10000.0
396,10000.0
397,10000.0
398,10000.0
399,10000.0
400,10000.0
401,10000.0
402,10000.0
403,10000.0
404,10000.0
405,10000.0
406,10000.0
407,10000.0
408,10000.0
409,10000.0
410,10000.0
411,10000.0
412,10000.0
413,10000.0
414,10000.0
415,10000.0
416,10000.0
417,10000.0
418,10000.0
419,10000.0
420,10000.0
421,10000.0
422,10000.0
423,10000.0
424,10000.0
425,10000.0
426,10000.0
427,10000.0
428,10000.0
429,10000.0
430,10000.0
431,10000.0
432,10000.0
433,10000.0
434,10000.0
435,10000.0
436,10000.0
437,10000.0
438,10000.0
439,10000.0
440,10000.0
441,10000.0
442,10000.0
443,10000.0
444,10000.0
445,10000.0
446,10000.0
447,10000.0
448,10000.0
449,10000.0
450,10000.0
451,10000.0
452,10000.0
453,10000.0
454,10000.0
455,10000.0
456,10000.0
457,10000.0
458,10000.0
459,10000.0
460,10000.0
461,10000.0
462,10000.0
463,10000.0
464,10000.0
465,10000.0
466,10000.0
467,10000.0
468,10000.0
469,10000.0
470,10000.0
471,10000.0
472,10000.0
473,10000.0
474,10000.0
475,9853.67342095449
476,9853.67342095449
477,9853.67342095449
478,9853.67342095449
479,9853.67342095449
480,9853.67342095449
481,9853.67342095449
482,9853.67342095449
483,9853.67342095449
484,9853.67342095449
485,9853.67342095449
486,9853.67342095449
487,9853.67342095449
488,9853.67342095449
489,9853.67342095449
490,9853.67342095449
491,9853.67342095449
492,9853.67342095449
493,9856.269821626183
494,9856.269821626183
495,9856.269821626183
496,9856.269821626183
497,9856.269821626183
498,9856.269821626183
499,9856.269821626183
500,9856.269821626183
501,9856.269821626183
502,9856.269821626183
503,9856.269821626183
504,9856.269821626183
505,9856.269821626183
506,9856.269821626183
507,9856.269821626183
508,9856.269821626183
509,9856.269821626183
510,9856.269821626183
511,9856.269821626183
512,9856.269821626183
513,9856.269821626183
514,9856.269821626183
515,9856.269821626183
516,9918.35656066005
517,9918.35656066005
518,9918.35656066005
519,9918.35656066005
520,9918.35656066005
521,9918.35656066005
522,9918.35656066005
523,9918.35656066005
524,9918.35656066005
525,9918.35656066005
526,9918.35656066005
527,9918.35656066005
528,9918.35656066005
529,9918.35656066005
530,9918.35656066005
531,9918.35656066005
532,9918.35656066005
533,9918.35656066005
534,9918.35656066005
535,9734.01830588735
536,9734.01830588735
537,9734.01830588735
538,9734.01830588735
539,9734.01830588735
540,9734.01830588735
541,9734.01830588735
542,9734.01830588735
543,9734.01830588735
544,9734.01830588735
545,9734.01830588735
546,9734.01830588735
547,9734.01830588735
548,9734.01830588735
549,9734.01830588735
550,9734.01830588735
551,9734.01830588735
552,9734.01830588735
553,9734.01830588735
554,9734.01830588735
555,9734.01830588735
556,9734.01830588735
557,9734.01830588735
558,9802.072093863975
559,9802.072093863975
560,9802.072093863975
561,9802.072093863975
562,9802.072093863975
563,9802.072093863975
564,9802.072093863975
565,9802.072093863975
566,9802.072093863975
567,9802.072093863975
568,9802.072093863975
569,9802.072093863975
570,9802.072093863975
571,9802.072093863975
572,9802.072093863975
573,9802.072093863975
574,9702.01509110887
575,9702.01509110887
576,9702.01509110887
577,9702.01509110887
578,9702.01509110887
579,9702.01509110887
580,9702.01509110887
581,9702.01509110887
582,9702.01509110887
583,9702.01509110887
584,9702.01509110887
585,9702.01509110887
586,9702.01509110887
587,9702.01509110887
588,9702.01509110887
589,9702.01509110887
590,9702.01509110887
591,9702.01509110887
592,9702.01509110887
593,9702.01509110887
594,9702.01509110887
595,9702.01509110887
596,9702.01509110887
597,9702.01509110887
598,9702.01509110887
599,9702.01509110887
600,9702.01509110887
601,9702.01509110887
602,9702.01509110887
603,9702.01509110887
604,9702.01509110887
605,9702.01509110887
606,9702.01509110887
607,9702.01509110887
608,9702.01509110887
609,9702.01509110887
610,9702.01509110887
611,9702.01509110887
612,9702.01509110887
613,9702.01509110887
614,9702.01509110887
615,9702.01509110887
616,9702.01509110887
617,9702.01509110887
618,9702.01509110887
619,9702.01509110887
620,9702.01509110887
621,9702.01509110887
622,9702.01509110887
623,9702.01509110887
624,9702.01509110887
625,9702.01509110887
626,9702.01509110887
627,9702.01509110887
628,9702.01509110887
629,9702.01509110887
630,9702.01509110887
631,9748.646255191135
632,9748.646255191135
633,9807.150990905955
634,9807.150990905955
635,9807.150990905955
636,9807.150990905955
637,9807.150990905955
638,9807.150990905955
639,9807.150990905955
640,9807.150990905955
641,9807.150990905955
642,9807.150990905955
643,9807.150990905955
644,9807.150990905955
645,9807.150990905955
646,9807.150990905955
647,9807.150990905955
648,9807.150990905955
649,9807.150990905955
650,9807.150990905955
651,9807.150990905955
652,9807.150990905955
653,9807.150990905955
654,9807.150990905955
655,9807.150990905955
656,9807.150990905955
657,9807.150990905955
658,9807.150990905955
659,9807.150990905955
660,9807.150990905955
661,9807.150990905955
662,9807.150990905955
663,9807.150990905955
664,9807.150990905955
665,9807.150990905955
666,9807.150990905955
667,9807.150990905955
668,9807.150990905955
669,9807.150990905955
670,9807.150990905955
671,9807.150990905955
672,9807.150990905955
673,9807.150990905955
674,9807.150990905955
675,9807.150990905955
676,9807.150990905955
677,9807.150990905955
678,9807.150990905955
679,9807.150990905955
680,9807.150990905955
681,9807.150990905955
682,9807.150990905955
683,9807.150990905955
684,9807.150990905955
685,9807.150990905955
686,9807.150990905955
687,9807.150990905955
688,9807.150990905955
689,9807.150990905955
690,9807.150990905955
691,9807.150990905955
692,9807.150990905955
693,9807.150990905955
694,9807.150990905955
695,9807.150990905955
696,9807.150990905955
697,9807.150990905955
698,9807.150990905955
699,9807.150990905955
700,9807.150990905955
701,9807.150990905955
702,9807.150990905955
703,9807.150990905955
704,9807.150990905955
705,9807.150990905955
706,9807.150990905955
707,9807.150990905955
708,9807.150990905955
709,9807.150990905955
710,9807.150990905955
711,9807.150990905955
712,9807.150990905955
713,9807.150990905955
714,9807.150990905955
715,9807.150990905955
716,9807.150990905955
717,9807.150990905955
718,9807.150990905955
719,9807.150990905955
720,9807.150990905955
721,9807.150990905955
722,9807.150990905955
723,9807.150990905955
724,9807.150990905955
725,9807.150990905955
726,9807.150990905955
727,9807.150990905955
728,9807.150990905955
729,9807.150990905955
730,9807.150990905955
731,9807.150990905955
732,9807.150990905955
733,9807.150990905955
734,9807.150990905955
735,9807.150990905955
736,9807.150990905955
737,9807.150990905955
738,9807.150990905955
739,9807.150990905955
740,9807.150990905955
741,9807.150990905955
742,9807.150990905955
743,9807.150990905955
744,9807.150990905955
745,9807.150990905955
746,9807.150990905955
747,9807.150990905955
748,9807.150990905955
749,9807.150990905955
750,9807.150990905955
751,9807.150990905955
752,9807.150990905955
753,9807.150990905955
754,9807.150990905955
755,9807.150990905955
756,9807.150990905955
757,9807.150990905955
758,9807.150990905955
759,9807.150990905955
760,9807.150990905955
761,9827.084960498432
762,9827.084960498432
763,9827.084960498432
764,9827.084960498432
765,9827.084960498432
766,9827.084960498432
767,9827.084960498432
768,9827.084960498432
769,9827.084960498432
770,9827.084960498432
771,9827.084960498432
772,9827.084960498432
773,9827.084960498432
774,9827.084960498432
775,9827.084960498432
776,9827.084960498432
777,9827.084960498432
778,9827.084960498432
779,9827.084960498432
780,9827.084960498432
781,9827.084960498432
782,9827.084960498432
783,9827.084960498432
784,9827.084960498432
785,9827.084960498432
786,9827.084960498432
787,9827.084960498432
788,9827.084960498432
789,9827.084960498432
790,9827.084960498432
791,9827.084960498432
792,9827.084960498432
793,9827.084960498432
794,9827.084960498432
795,9827.084960498432
796,9827.084960498432
797,9827.084960498432
798,9827.084960498432
799,9827.084960498432
800,9827.084960498432
801,9827.084960498432
802,9827.084960498432
803,9827.084960498432
804,9827.084960498432
805,9827.084960498432
806,9827.084960498432
807,9827.084960498432
808,9827.084960498432
809,9827.084960498432
810,9827.084960498432
811,9827.084960498432
812,9827.084960498432
813,9827.084960498432
814,9827.084960498432
815,9827.084960498432
816,9827.084960498432
817,9827.084960498432
818,9827.084960498432
819,9827.084960498432
820,9827.084960498432
821,9827.084960498432
822,9827.084960498432
823,9827.084960498432
824,9827.084960498432
825,9827.084960498432
826,9827.084960498432
827,9827.084960498432
828,9827.084960498432
829,9827.084960498432
830,9827.084960498432
831,9827.084960498432
832,9827.084960498432
833,9827.084960498432
834,9827.084960498432
835,9827.084960498432
836,9827.084960498432
837,9827.084960498432
838,9827.084960498432
839,9827.084960498432
840,9827.084960498432
841,9827.084960498432
842,9827.084960498432
843,9827.084960498432
844,9827.084960498432
845,9827.084960498432
846,9827.084960498432
847,9827.084960498432
848,9827.084960498432
849,9827.084960498432
850,9827.084960498432
851,9827.084960498432
852,9827.084960498432
853,9827.084960498432
854,9827.084960498432
855,9827.084960498432
856,9827.084960498432
857,9827.084960498432
858,9827.084960498432
859,9795.856261911165
860,9795.856261911165
861,9795.856261911165
862,9795.856261911165
863,9795.856261911165
864,9795.856261911165
865,9795.856261911165
866,9795.856261911165
867,9795.856261911165
868,9795.856261911165
869,9795.856261911165
870,9795.856261911165
871,9795.856261911165
872,9795.856261911165
873,9795.856261911165
874,9795.856261911165
875,9795.856261911165
876,9795.856261911165
877,9795.856261911165
878,9795.856261911165
879,9795.856261911165
880,9795.856261911165
881,9795.856261911165
882,9795.856261911165
883,9795.856261911165
884,9795.856261911165
885,9795.856261911165
886,9795.856261911165
887,9795.856261911165
888,9795.856261911165
889,9795.856261911165
890,9795.856261911165
891,9795.856261911165
892,9795.856261911165
893,9795.856261911165
894,9795.856261911165
895,9795.856261911165
896,9795.856261911165
897,9795.856261911165
898,9795.856261911165
899,9795.856261911165
900,9795.856261911165
901,9795.856261911165
902,9795.856261911165
903,9795.856261911165
904,9795.856261911165
905,9795.856261911165
906,9795.856261911165
907,9795.856261911165
908,9795.856261911165
909,9795.856261911165
910,9795.856261911165
911,9795.856261911165
912,9795.856261911165
913,9795.856261911165
914,9795.856261911165
915,9795.856261911165
916,9795.856261911165
917,9795.856261911165
918,9795.856261911165
919,9795.856261911165
920,9795.856261911165
921,9795.856261911165
922,9795.856261911165
923,9795.856261911165
924,9795.856261911165
925,9795.856261911165
926,9795.856261911165
927,9795.856261911165
928,9795.856261911165
929,9795.856261911165
930,9795.856261911165
931,9795.856261911165
932,9795.856261911165
933,9795.856261911165
934,9795.856261911165
935,9795.856261911165
936,9795.856261911165
937,9795.856261911165
938,9795.856261911165
939,9795.856261911165
940,9795.856261911165
941,9795.856261911165
942,9795.856261911165
943,9795.856261911165
944,9795.856261911165
945,9795.856261911165
946,9795.856261911165
947,9795.856261911165
948,9795.856261911165
949,9795.856261911165
950,9795.856261911165
951,9795.856261911165
952,9795.856261911165
953,9795.856261911165
954,9795.856261911165
955,9795.856261911165
956,9795.856261911165
957,9795.856261911165
958,9795.856261911165
959,9795.856261911165
960,9795.856261911165
961,9795.856261911165
962,9795.856261911165
963,9795.856261911165
964,9795.856261911165
965,9795.856261911165
966,9795.856261911165
967,9795.856261911165
968,9795.856261911165
969,9795.856261911165
970,9795.856261911165
971,9795.856261911165
972,9795.856261911165
973,9795.856261911165
974,9795.856261911165
975,9795.856261911165
976,9795.856261911165
977,9795.856261911165
978,9795.856261911165
979,9795.856261911165
980,9795.856261911165
981,9795.856261911165
982,9795.856261911165
983,9795.856261911165
984,9795.856261911165
985,9795.856261911165
986,9795.856261911165
987,9795.856261911165
988,9795.856261911165
989,9795.856261911165
990,9795.856261911165
991,9795.856261911165
992,9795.856261911165
993,9795.856261911165
994,9795.856261911165
995,9795.856261911165
996,9795.856261911165
997,9795.856261911165
998,9795.856261911165
999,9795.856261911165
1000,9795.856261911165
1001,9795.856261911165
1002,9795.856261911165
1003,9795.856261911165
1004,9795.856261911165
1005,9795.856261911165
1006,9795.856261911165
1007,9795.856261911165
1008,9795.856261911165
1009,9795.856261911165
1010,9795.856261911165
1011,9795.856261911165
1012,9795.856261911165
1013,9795.856261911165
1014,9795.856261911165
1015,9795.856261911165
1016,9795.856261911165
1017,9795.856261911165
1018,9795.856261911165
1019,9795.856261911165
1020,9795.856261911165
1021,9795.856261911165
1022,9795.856261911165
1023,9795.856261911165
1024,9795.856261911165
1025,9795.856261911165
1026,9795.856261911165
1027,9795.856261911165
1028,9795.856261911165
1029,9795.856261911165
1030,9795.856261911165
1031,9795.856261911165
1032,9795.856261911165
1033,9795.856261911165
1034,9795.856261911165
1035,9795.856261911165
1036,9795.856261911165
1037,9795.856261911165
1038,9795.856261911165
1039,9795.856261911165
1040,9795.856261911165
1041,9795.856261911165
1042,9795.856261911165
1043,9795.856261911165
1044,9795.856261911165
1045,9795.856261911165
1046,9795.856261911165
1047,9795.856261911165
1048,9795.856261911165
1049,9795.856261911165
1050,9795.856261911165
1051,9795.856261911165
1052,9795.856261911165
1053,9795.856261911165
1054,9795.856261911165
1055,9795.856261911165
1056,9795.856261911165
1057,9795.856261911165
1058,9795.856261911165
1059,9795.856261911165
1060,9795.856261911165
1061,9795.856261911165
1062,9795.856261911165
1063,9795.856261911165
1064,9795.856261911165
1065,9795.856261911165
1066,9795.856261911165
1067,9795.856261911165
1068,9795.856261911165
1069,9795.856261911165
1070,9795.856261911165
1071,9795.856261911165
1072,9795.856261911165
1073,9795.856261911165
1074,9795.856261911165
1075,9795.856261911165
1076,9795.856261911165
1077,9795.856261911165
1078,9795.856261911165
1079,9795.856261911165
1080,9795.856261911165
1081,9795.856261911165
1082,9795.856261911165
1083,9795.856261911165
1084,9795.856261911165
1085,9795.856261911165
1086,9795.856261911165
1087,9795.856261911165
1088,9795.856261911165
1089,9795.856261911165
1090,9795.856261911165
1091,9795.856261911165
1092,9795.856261911165
1093,9795.856261911165
1094,9795.856261911165
1095,9795.856261911165
1096,9795.856261911165
1097,9795.856261911165
1098,9795.856261911165
1099,9795.856261911165
1100,9712.219891580586
1101,9712.219891580586
1102,9712.219891580586
1103,9712.219891580586
1104,9712.219891580586
1105,9712.219891580586
1106,9712.219891580586
1107,9712.219891580586
1108,9712.219891580586
1109,9712.219891580586
1110,9712.219891580586
1111,9712.219891580586
1112,9712.219891580586
1113,9712.219891580586
1114,9712.219891580586
1115,9712.219891580586
1116,9712.219891580586
1117,9712.219891580586
1118,9712.219891580586
1119,9712.219891580586
1120,9712.219891580586
1121,9712.219891580586
1122,9712.219891580586
1123,9712.219891580586
1124,9712.219891580586
1125,9712.219891580586
1126,9712.219891580586
1127,9712.219891580586
1128,9712.219891580586
1129,9712.219891580586
1130,9712.219891580586
1131,9712.219891580586
1132,9712.219891580586
1133,9712.219891580586
1134,9712.219891580586
1135,9712.219891580586
1136,9712.219891580586
1137,9712.219891580586
1138,9712.219891580586
1139,9712.219891580586
1140,9712.219891580586
1141,9712.219891580586
1142,9712.219891580586
1143,9712.219891580586
1144,9712.219891580586
1145,9712.219891580586
1146,9712.219891580586
1147,9712.219891580586
1148,9712.219891580586
1149,9712.219891580586
1150,9712.219891580586
1151,9712.219891580586
1152,9712.219891580586
1153,9712.219891580586
1154,9712.219891580586
1155,9712.219891580586
1156,9712.219891580586
1157,9712.219891580586
1158,9712.219891580586
1159,9712.219891580586
1160,9712.219891580586
1161,9712.219891580586
1162,9712.219891580586
1163,9712.219891580586
1164,9712.219891580586
1165,9712.219891580586
1166,9712.219891580586
1167,9712.219891580586
1168,9712.219891580586
1169,9712.219891580586
1170,9712.219891580586
1171,9712.219891580586
1172,9712.219891580586
1173,9712.219891580586
1174,9712.219891580586
1175,9712.219891580586
1176,9712.219891580586
1177,9712.219891580586
1178,9712.219891580586
1179,9712.219891580586
1180,9712.219891580586
1181,9712.219891580586
1182,9492.600877893514
1183,9492.600877893514
1184,9492.600877893514
1185,9492.600877893514
1186,9492.600877893514
1187,9492.600877893514
1188,9492.600877893514
1189,9492.600877893514
1190,9656.261004665004
1191,9656.261004665004
1192,9656.261004665004
1193,9656.261004665004
1194,9656.261004665004
1195,9656.261004665004
1196,9656.261004665004
1197,9656.261004665004
1198,9656.261004665004
1199,9656.261004665004
1200,9656.261004665004
1201,9656.261004665004
1202,9656.261004665004
1203,9656.261004665004
1204,9656.261004665004
1205,9656.261004665004
1206,9656.261004665004
1207,9656.261004665004
1208,9656.261004665004
1209,9656.261004665004
1210,9656.261004665004
1211,9656.261004665004
1212,9656.261004665004
1213,9656.261004665004
1214,9656.261004665004
1215,9656.261004665004
1216,9656.261004665004
1217,9656.261004665004
1218,9656.261004665004
1219,9656.261004665004
1220,9656.261004665004
1221,9656.261004665004
1222,9656.261004665004
1223,9656.261004665004
1224,9656.261004665004
1225,9656.261004665004
1226,9656.261004665004
1227,9656.261004665004
1228,9656.261004665004
1229,9656.261004665004
1230,9656.261004665004
1231,9656.261004665004
1232,9656.261004665004
1233,9656.261004665004
1234,9656.261004665004
1235,9656.261004665004
1236,9656.261004665004
1237,9656.261004665004
1238,9656.261004665004
1239,9656.261004665004
1240,9656.261004665004
1241,9656.261004665004
1242,9656.261004665004
1243,9656.261004665004
1244,9656.261004665004
1245,9656.261004665004
1246,9656.261004665004
1247,9656.261004665004
1248,9656.261004665004
1249,9656.261004665004
1250,9656.261004665004
1251,9656.261004665004
1252,9656.261004665004
1253,9656.261004665004
1254,9656.261004665004
1255,9656.261004665004
1256,9656.261004665004
1257,9656.261004665004
1258,9656.261004665004
1259,9656.261004665004
1260,9656.261004665004
1261,9656.261004665004
1262,9656.261004665004
1263,9656.261004665004
1264,9656.261004665004
1265,9656.261004665004
1266,9656.261004665004
1267,9656.261004665004
1268,9656.261004665004
1269,9656.261004665004
1270,9656.261004665004
1271,9656.261004665004
1272,9656.261004665004
1273,9656.261004665004
1274,9656.261004665004
1275,9656.261004665004
1276,9656.261004665004
1277,9656.261004665004
1278,9656.261004665004
1279,9656.261004665004
1280,9656.261004665004
1281,9656.261004665004
1282,9656.261004665004
1283,9656.261004665004
1284,9656.261004665004
1285,9656.261004665004
1286,9656.261004665004
1287,9656.261004665004
1288,9656.261004665004
1289,9656.261004665004
1290,9656.261004665004
1291,9656.261004665004
1292,9656.261004665004
1293,9656.261004665004
1294,9656.261004665004
1295,9656.261004665004
1296,9656.261004665004
1297,9656.261004665004
1298,9656.261004665004
1299,9656.261004665004
1300,9656.261004665004
1301,9656.261004665004
1302,9656.261004665004
1303,9656.261004665004
1304,9656.261004665004
1305,9656.261004665004
1306,9656.261004665004
1307,9656.261004665004
1308,9656.261004665004
1309,9656.261004665004
1310,9656.261004665004
1311,9656.261004665004
1312,9656.261004665004
1313,9656.261004665004
1314,9656.261004665004
1315,9656.261004665004
1316,9656.261004665004
1317,9656.261004665004
1318,9656.261004665004
1319,9656.261004665004
1320,9656.261004665004
1321,9656.261004665004
1322,9656.261004665004
1323,9656.261004665004
1324,9656.261004665004
1325,9656.261004665004
1326,9656.261004665004
1327,9656.261004665004
1328,9656.261004665004
1329,9656.261004665004
1330,9656.261004665004
1331,9656.261004665004
1332,9656.261004665004
1333,9656.261004665004
1334,9656.261004665004
1335,9656.261004665004
1336,9656.261004665004
1337,9656.261004665004
1338,9656.261004665004
1339,9656.261004665004
1340,9656.261004665004
1341,9656.261004665004
1342,9656.261004665004
1343,9656.261004665004
1344,9656.261004665004
1345,9656.261004665004
1346,9656.261004665004
1347,9656.261004665004
1348,9656.261004665004
1349,9656.261004665004
1350,9656.261004665004
1351,9656.261004665004
1352,9656.261004665004
1353,9656.261004665004
1354,9656.261004665004
1355,9656.261004665004
1356,9656.261004665004
1357,9656.261004665004
1358,9656.261004665004
1359,9656.261004665004
1360,9656.261004665004
1361,9656.261004665004
1362,9656.261004665004
1363,9656.261004665004
1364,9656.261004665004
1365,9656.261004665004
1366,9656.261004665004
1367,9656.261004665004
1368,9656.261004665004
1369,9656.261004665004
1370,9656.261004665004
1371,9656.261004665004
1372,9656.261004665004
1373,9656.261004665004
1374,9656.261004665004
1375,9656.261004665004
1376,9656.261004665004
1377,9656.261004665004
1378,9656.261004665004
1379,9656.261004665004
1380,9656.261004665004
1381,9656.261004665004
1382,9656.261004665004
1383,9656.261004665004
1384,9656.261004665004
1385,9656.261004665004
1386,9656.261004665004
1387,9656.261004665004
1388,9656.261004665004
1389,9656.261004665004
1390,9656.261004665004
1391,9656.261004665004
1392,9656.261004665004
1393,9656.261004665004
1394,9656.261004665004
1395,9656.261004665004
1396,9656.261004665004
1397,9656.261004665004
1398,9656.261004665004
1399,9656.261004665004
1400,9656.261004665004
1401,9656.261004665004
1402,9656.261004665004
1403,9656.261004665004
1404,9656.261004665004
1405,9656.261004665004
1406,9656.261004665004
1407,9656.261004665004
1408,9656.261004665004
1409,9656.261004665004
1410,9656.261004665004
1411,9656.261004665004
1412,9656.261004665004
1413,9656.261004665004
1414,9656.261004665004
1415,9656.261004665004
1416,9656.261004665004
1417,9656.261004665004
1418,9656.261004665004
1419,9656.261004665004
1420,9656.261004665004
1421,9656.261004665004
1422,9656.261004665004
1423,9656.261004665004
1424,9656.261004665004
1425,9656.261004665004
1426,9656.261004665004
1427,9656.261004665004
1428,9656.261004665004
1429,9656.261004665004
1430,9656.261004665004
1431,9656.261004665004
1432,9656.261004665004
1433,9656.261004665004
1434,9656.261004665004
1435,9656.261004665004
1436,9656.261004665004
1437,9656.261004665004
1438,9656.261004665004
1439,9656.261004665004
1440,9656.261004665004
1441,9656.261004665004
1442,9656.261004665004
1443,9656.261004665004
1444,9656.261004665004
1445,9656.261004665004
1446,9656.261004665004
1447,9656.261004665004
1448,9656.261004665004
1449,9656.261004665004
1450,9656.261004665004
1451,9656.261004665004
1452,9656.261004665004
1453,9656.261004665004
1454,9656.261004665004
1455,9656.261004665004
1456,9656.261004665004
1457,9656.261004665004
1458,9656.261004665004
1459,9656.261004665004
1460,9656.261004665004
1461,9656.261004665004
1462,9656.261004665004
1463,9656.261004665004
1464,9656.261004665004
1465,9656.261004665004
1466,9656.261004665004
1467,9656.261004665004
1468,9656.261004665004
1469,9656.261004665004
1470,9656.261004665004
1471,9656.261004665004
1472,9656.261004665004
1473,9656.261004665004
1474,9656.261004665004
1475,9656.261004665004
1476,9656.261004665004
1477,9656.261004665004
1478,9656.261004665004
1479,9656.261004665004
1480,9656.261004665004
1481,9656.261004665004
1482,9656.261004665004
1483,9656.261004665004
1484,9656.261004665004
1485,9656.261004665004
1486,9656.261004665004
1487,9656.261004665004
1488,9656.261004665004
1489,9656.261004665004
1490,9656.261004665004
1491,9656.261004665004
